"Area","Family","Feature","Identifier","Dialects","Advertised","Implemented","TestCoverage","CurrentStatus","Priority","SpecRef","Source","Notes"
"FSCTL","Oplock","Request Oplock Level 2","FSCTL_REQUEST_OPLOCK_LEVEL_2","2.0.2-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_fsctl.c:3236-3239","Needs shared oplock semantics coverage."
"FSCTL","Volume","Set Defect Management","FSCTL_SET_DEFECT_MANAGEMENT","2.0.2-3.1.1","yes","yes","sparse","partial","P3","MS-FSCC","src/fs/ksmbd_fsctl.c:3241-3244","Needs exact status behavior validation."
"FSCTL","Encryption","Set Encryption","FSCTL_SET_ENCRYPTION","2.0.2-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3246-3249,2079","Needs truthfulness versus actual per-file encryption semantics."
"FSCTL","Filesystem","Set Short Name Behavior","FSCTL_SET_SHORT_NAME_BEHAVIOR","2.0.2-3.1.1","yes","yes","sparse","partial","P3","MS-FSCC","src/fs/ksmbd_fsctl.c:3251-3254","Needs 8.3 short-name policy validation."
"FSCTL","Filesystem","Set Zero On Deallocation","FSCTL_SET_ZERO_ON_DEALLOC","2.0.2-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3256-3259,2053","Needs TRIM/discard and allocation interaction validation."
"FSCTL","SIS","SIS Copyfile","FSCTL_SIS_COPYFILE","2.0.2-3.1.1","yes","yes","sparse","partial","P3","MS-FSCC","src/fs/ksmbd_fsctl.c:3261-3264","Legacy low-use feature, still needs declared behavior."
"FSCTL","SIS","SIS Link Files","FSCTL_SIS_LINK_FILES","2.0.2-3.1.1","yes","yes","sparse","partial","P3","MS-FSCC","src/fs/ksmbd_fsctl.c:3266-3269","Needs legacy feature validation or de-advertisement."
"FSCTL","Volume","Unlock Volume","FSCTL_UNLOCK_VOLUME","2.0.2-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3271-3274","Needs lock/unlock lifecycle coverage."
"FSCTL","Encryption","Write Raw Encrypted","FSCTL_WRITE_RAW_ENCRYPTED","2.0.2-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3276-3279","Needs truthfulness versus EFS support."
"FSCTL","USN","Write USN Close Record","FSCTL_WRITE_USN_CLOSE_RECORD","2.0.2-3.1.1","yes","yes","sparse","partial","P3","MS-FSCC","src/fs/ksmbd_fsctl.c:3281-3284","Needs journal emulation validation."
"FSCTL","Validation","Validate Negotiate Info","FSCTL_VALIDATE_NEGOTIATE_INFO","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC; MS-SMB2","src/fs/ksmbd_fsctl.c:3286-3289,1850","Must align with dialect/capability/signing truthfulness."
"FSCTL","Named Pipe","Pipe Transceive","FSCTL_PIPE_TRANSCEIVE","2.0.2-3.1.1","yes","yes","moderate","partial","P1","MS-FSCC","src/fs/ksmbd_fsctl.c; ksmbd-tools/mountd/rpc.c","Handle validation, async pending completion, and post-IOCTL pipe-state cleanup are implemented. Full DCE/RPC named-pipe semantics coverage is still broader than this row."
"FSCTL","Query","Query File Regions","FSCTL_QUERY_FILE_REGIONS","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3296-3299,2097","Needs sparse/region reporting accuracy validation."
"FSCTL","Integrity","Get Integrity Information","FSCTL_GET_INTEGRITY_INFORMATION","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3301-3304,2300","Needs REFS/NTFS emulation compatibility review."
"FSCTL","Integrity","Set Integrity Information","FSCTL_SET_INTEGRITY_INFORMATION","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3306-3309,2354","Needs backing-filesystem truthfulness review."
"FSCTL","Integrity","Set Integrity Information Ex","FSCTL_SET_INTEGRITY_INFORMATION_EX","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3311-3314","Needs structure/status validation."
"FSCTL","Extents","Duplicate Extents Ex","FSCTL_DUPLICATE_EXTENTS_TO_FILE_EX","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_fsctl.c:3316-3319,1471","Needs block-clone semantics validation."
"FSCTL","Handle","Mark Handle","FSCTL_MARK_HANDLE","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3321-3324,1584-1603","Needs copy/ODX/source-handle semantics validation."
"FSCTL","ODX","Offload Read","FSCTL_OFFLOAD_READ","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_fsctl.c:3326-3329,2372","Needs token lifetime and fallback behavior coverage."
"FSCTL","ODX","Offload Write","FSCTL_OFFLOAD_WRITE","3.0-3.1.1","yes","yes","sparse","partial","P1","MS-FSCC","src/fs/ksmbd_fsctl.c:3331-3334,2612-2729","Needs token validation and partial-write semantics coverage."
"FSCTL","BranchCache","Srv Read Hash","FSCTL_SRV_READ_HASH","2.1-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3336-3339,2934","Needs BranchCache interoperability validation."
"FSCTL","Volume","Query On Disk Volume Info","FSCTL_QUERY_ON_DISK_VOLUME_INFO","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl.c:3342-3345","Needs exact structure behavior validation."
"FSCTL","POSIX","Query POSIX WhoAmI","FSCTL_QUERY_POSIX_WHOAMI","3.1.1","yes","yes","sparse","partial","P1","SMB3 POSIX extensions","src/fs/ksmbd_fsctl.c:3348-3351,2987","Needs Linux client interop and identity mapping validation."
"FSCTL","Filesystem","File Level Trim","FSCTL_FILE_LEVEL_TRIM","3.0-3.1.1","yes","yes","sparse","partial","P2","MS-FSCC","src/fs/ksmbd_fsctl_extra.c:41-178,264-267","Extra handler exists; needs full output and partial-failure behavior coverage."
"FSCTL","Named Pipe","Pipe Wait","FSCTL_PIPE_WAIT","2.0.2-3.1.1","yes","partial","moderate","partial","P0","MS-FSCC","src/fs/ksmbd_fsctl_extra.c","Wire parsing, indefinite wait semantics, and live RPC pipe-availability probing are improved, but real listener-queue blocking semantics are still missing."
"RPC","Transport","Named-pipe DCE/RPC","IPC$ RPC over SMB","SMB1-3.1.1","yes","partial","moderate","partial","P0","MS-RPCE; MS-SMB2","ksmbd-tools/mountd/rpc.c; src/fs/ksmbd_fsctl.c:1927","Pipe handle validation, live QUERY_INFO state, and FSCTL transceive semantics are improved, but broad DCE/RPC bind/fragment/auth/interface proof is still missing."
"RPC","Interface","Server Service","srvsvc","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-SRVS","ksmbd-tools/mountd/rpc_srvsvc.c","Only a small opnum subset is implemented."
"RPC","Interface","Workstation Service","wkssvc","SMB1-3.1.1","yes","yes","sparse","partial","P2","MS-WKST","ksmbd-tools/mountd/rpc_wkssvc.c","Single-opnum surface so far."
"RPC","Interface","Security Account Manager","samr","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c","Only partial domain/user management surface implemented."
"RPC","Interface","LSA/DSSetup","lsarpc","SMB1-3.1.1","yes","yes","sparse","partial","P1","MS-LSAT; MS-LSAD; MS-DRSR DS role subset","ksmbd-tools/mountd/rpc_lsarpc.c","Partial opnum coverage and interface disambiguation need validation."
"RPC","Legacy","RAP/LANMAN","LANMAN RAP","SMB1","yes","partial","sparse","partial","P2","Legacy RAP","ksmbd-tools/mountd/rpc.c","Legacy administrative surface should be separately tracked if SMB1 remains enabled."
"RPC","srvsvc","Share Enum All","srvsvc opnum 15","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SRVS","ksmbd-tools/mountd/rpc_srvsvc.c:37,466-491","Needs client compatibility and level coverage."
"RPC","srvsvc","Get Share Info","srvsvc opnum 16","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SRVS","ksmbd-tools/mountd/rpc_srvsvc.c:38,466-491","Needs info-level and access-control validation."
"RPC","wkssvc","NetWkstaGetInfo","wkssvc opnum 0","SMB1-3.1.1","no","yes","sparse","partial","P3","MS-WKST","ksmbd-tools/mountd/rpc_wkssvc.c:21,199-219","Needs info-level coverage."
"RPC","samr","Connect5","samr opnum 64","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:26,901-987","Needs authz and handle lifecycle validation."
"RPC","samr","Enum Domains","samr opnum 6","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:27,901-987","Needs resume handle and domain list behavior validation."
"RPC","samr","Lookup Domain","samr opnum 5","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:28,901-987","Needs SID lookup coverage."
"RPC","samr","Open Domain","samr opnum 7","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:29,901-987","Needs access mask validation."
"RPC","samr","Lookup Names","samr opnum 17","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:30,901-987","Needs name-type mapping coverage."
"RPC","samr","Open User","samr opnum 34","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:31,901-987","Needs handle ACL semantics validation."
"RPC","samr","Query User Info","samr opnum 36","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:32,901-987","Needs info-class breadth validation."
"RPC","samr","Query Security","samr opnum 3","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:33,901-987","Needs SD encoding validation."
"RPC","samr","Get Groups For User","samr opnum 39","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:34,901-987","Needs domain/group mapping coverage."
"RPC","samr","Get Alias Membership","samr opnum 16","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-SAMR","ksmbd-tools/mountd/rpc_samr.c:35,901-987","Needs nested-group and SID translation validation."
"RPC","lsarpc","DS Role Get Primary Domain Info","lsarpc opnum 0","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-LSAD / DS role subset","ksmbd-tools/mountd/rpc_lsarpc.c:27,656-719","Shares opnum value with CLOSE depending on bound interface; needs bind-context validation."
"RPC","lsarpc","Open Policy2","lsarpc opnum 44","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-LSAD","ksmbd-tools/mountd/rpc_lsarpc.c:28,670-719","Needs access-mask and handle lifecycle validation."
"RPC","lsarpc","Query Info Policy","lsarpc opnum 7","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-LSAD","ksmbd-tools/mountd/rpc_lsarpc.c:29,670-719","Needs info-class coverage."
"RPC","lsarpc","Lookup Sid2","lsarpc opnum 57","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-LSAT","ksmbd-tools/mountd/rpc_lsarpc.c:30,676-719","Needs batch SID lookup compatibility coverage."
"RPC","lsarpc","Lookup Names3","lsarpc opnum 68","SMB1-3.1.1","no","yes","sparse","partial","P2","MS-LSAT","ksmbd-tools/mountd/rpc_lsarpc.c:31,679-719","Needs domain/name translation validation."
"SMB1","Transactions","Trans2 Open","TRANS2_OPEN","SMB1","implicit","no","sparse","non-compliant","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:101,8330-8357","Named in the subcommand table but not handled in the TRANS2 dispatcher."
"SMB1","Transactions","Trans2 Find First","TRANS2_FIND_FIRST","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:102,8330-8357","Needs wildcard, resume, and Unicode interop closure."
"SMB1","Transactions","Trans2 Find Next","TRANS2_FIND_NEXT","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:103,8330-8357","Needs search handle continuation validation."
"SMB1","Transactions","Trans2 Query FS Information","TRANS2_QUERY_FS_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:104,8330-8357","Needs filesystem information-class matrix coverage."
"SMB1","Transactions","Trans2 Set FS Information","TRANS2_SET_FS_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:105,8330-8357","Needs volume semantics and status-code validation."
"SMB1","Transactions","Trans2 Query Path Information","TRANS2_QUERY_PATH_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:106,8330-8357","Needs path info-level coverage including UNIX and POSIX variants."
"SMB1","Transactions","Trans2 Set Path Information","TRANS2_SET_PATH_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:107,8330-8357","Needs rename, timestamps, and attribute mutation coverage."
"SMB1","Transactions","Trans2 Query File Information","TRANS2_QUERY_FILE_INFORMATION","SMB1","implicit","yes","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:108,8330-8357","High-value SMB1 information path with many subordinate info levels."
"SMB1","Transactions","Trans2 Set File Information","TRANS2_SET_FILE_INFORMATION","SMB1","implicit","yes","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:109,8330-8357","High-value SMB1 mutation path with many subordinate info levels."
"SMB1","Transactions","Trans2 Create Directory","TRANS2_CREATE_DIRECTORY","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:110,8330-8357","Needs EA and extended response validation."
"SMB1","Transactions","Trans2 Get DFS Referral","TRANS2_GET_DFS_REFERRAL","SMB1","implicit","yes","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:111,8330-8357","Must align with SMB2 DFS referral behavior and TTL semantics."
"SMB1","Transactions","Trans2 Report DFS Inconsistency","TRANS2_REPORT_DFS_INCOSISTENCY","SMB1","implicit","no","sparse","non-compliant","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:112,8330-8357","Defined in the name table but not handled in the dispatcher."
"SMB1","Info Level","Query File Standard Info","SMB_QUERY_FILE_STANDARD_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:4824-4829,7509-7514","Needs exact size and field semantics coverage."
"SMB1","Info Level","Query File Basic Info","SMB_QUERY_FILE_BASIC_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:4867-4871,7547-7551","Needs DOS/NT timestamp mapping validation."
"SMB1","Info Level","Query File EA Info","SMB_QUERY_FILE_EA_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:4906-4910,7586-7590","Needs EA-count and error handling coverage."
"SMB1","Info Level","Query File Name Info","SMB_QUERY_FILE_NAME_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:4936-4942,7648-7654","Needs path normalization and encoding coverage."
"SMB1","Info Level","Query File All Info","SMB_QUERY_FILE_ALL_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:4978-4985,7691-7696","Compound information block must be bit-for-bit validated."
"SMB1","Info Level","Query Alt Name Info","SMB_QUERY_ALT_NAME_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5057-5063","Needs 8.3 alias semantics coverage."
"SMB1","Info Level","Query UNIX Basic","SMB_QUERY_FILE_UNIX_BASIC","SMB1","implicit","yes","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5097-5101,7616-7620","Critical for UNIX extensions; needs Linux/Samba interop proof."
"SMB1","Info Level","Query File Internal Info","SMB_QUERY_FILE_INTERNAL_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5121-5125","Needs stable file-id semantics validation."
"SMB1","Info Level","Query UNIX Link","SMB_QUERY_FILE_UNIX_LINK","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5147-5148","Needs symlink target encoding validation."
"SMB1","Info Level","Query POSIX ACL","SMB_QUERY_POSIX_ACL","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5159-5160","Needs ACL encode/decode interop coverage."
"SMB1","Info Level","Query FS Volume Info","SMB_QUERY_FS_VOLUME_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5379-5383","Needs volume label and serial validation."
"SMB1","Info Level","Query FS Size Info","SMB_QUERY_FS_SIZE_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5397-5401","Needs allocation-unit semantics coverage."
"SMB1","Info Level","Query FS Full Size Info","SMB_QUERY_FS_FULL_SIZE_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5411-5415","Needs caller-available versus actual free-space validation."
"SMB1","Info Level","Query FS Device Info","SMB_QUERY_FS_DEVICE_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5426-5431","Needs device-type and characteristics validation."
"SMB1","Info Level","Query FS Attribute Info","SMB_QUERY_FS_ATTRIBUTE_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:5444-5448","Needs capability truthfulness validation."
"SMB1","Info Level","Query CIFS UNIX Info","SMB_QUERY_CIFS_UNIX_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS UNIX extensions","src/protocol/smb1/smb1pdu.c:5472-5476","Needs UNIX extension version/capability validation."
"SMB1","Info Level","Query POSIX FS Info","SMB_QUERY_POSIX_FS_INFO","SMB1","implicit","yes","sparse","partial","P2","POSIX extensions","src/protocol/smb1/smb1pdu.c:5493-5497","Needs POSIX statfs-like behavior coverage."
"SMB1","Info Level","Set CIFS UNIX Info","SMB_SET_CIFS_UNIX_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS UNIX extensions","src/protocol/smb1/smb1pdu.c:5227-5231","Needs capability mutation and persistence validation."
"SMB1","Info Level","Set UNIX Hardlink","SMB_SET_FILE_UNIX_HLINK","SMB1","implicit","yes","sparse","partial","P2","CIFS UNIX extensions","src/protocol/smb1/smb1pdu.c:6377-6399","Needs cross-directory and error mapping coverage."
"SMB1","Info Level","Set UNIX Symlink","SMB_SET_FILE_UNIX_LINK","SMB1","implicit","yes","sparse","partial","P2","CIFS UNIX extensions","src/protocol/smb1/smb1pdu.c:6377-6399","Needs symlink target and path encoding validation."
"SMB1","Info Level","Set File Basic Info","SMB_SET_FILE_BASIC_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:6383-6388,8164-8169","Needs timestamp and attribute mutation coverage."
"SMB1","Info Level","Set File Basic Info2","SMB_SET_FILE_BASIC_INFO2","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:6385-6388,8164-8169","Needs legacy alternate layout validation."
"SMB1","Info Level","Set File UNIX Basic","SMB_SET_FILE_UNIX_BASIC","SMB1","implicit","yes","sparse","partial","P2","CIFS UNIX extensions","src/protocol/smb1/smb1pdu.c:6388-6391,8157-8160","Needs mode/uid/gid/timestamp round-trip coverage."
"SMB1","Info Level","Set File EA","SMB_SET_FILE_EA","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:6391-6394,8144-8147","Needs EA persistence and truncation coverage."
"SMB1","Info Level","Set POSIX ACL","SMB_SET_POSIX_ACL","SMB1","implicit","yes","sparse","partial","P2","POSIX extensions","src/protocol/smb1/smb1pdu.c:6394-6397","Needs ACL encode/decode interop proof."
"SMB1","Info Level","Set EOF Info2","SMB_SET_FILE_END_OF_FILE_INFO2","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:6397-6399,8152-8154","Needs truncate and sparse-file behavior coverage."
"SMB1","Info Level","Set EOF Info","SMB_SET_FILE_END_OF_FILE_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:6399,8154-8157","Needs legacy truncate semantics validation."
"SMB1","Info Level","Set Allocation Info2","SMB_SET_FILE_ALLOCATION_INFO2","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:8147-8149","Needs preallocation semantics validation."
"SMB1","Info Level","Set Allocation Info","SMB_SET_FILE_ALLOCATION_INFO","SMB1","implicit","yes","sparse","partial","P3","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:8149-8152","Needs backing-filesystem behavior validation."
"SMB1","Info Level","Set File Disposition Info","SMB_SET_FILE_DISPOSITION_INFO","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:8160-8164","Needs delete-on-close and share-mode coverage."
"SMB1","Info Level","Set File Disposition Information","SMB_SET_FILE_DISPOSITION_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:8161-8164","Needs alternate structure-layout coverage."
"SMB1","Info Level","Set File Rename Information","SMB_SET_FILE_RENAME_INFORMATION","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:8169","Needs overwrite and access-check semantics coverage."
"SMB1","NT Transact","Create","NT_TRANSACT_CREATE","SMB1","implicit","yes","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:9843-9945,10345-10360","Needs parity validation against NT_CREATE_ANDX semantics."
"SMB1","NT Transact","IOCTL","NT_TRANSACT_IOCTL","SMB1","implicit","partial","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:9960-9990,10347","Needs FSCTL/IOCTL subfunction compatibility matrix."
"SMB1","NT Transact","Set Security Descriptor","NT_TRANSACT_SET_SECURITY_DESC","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10003-10048,10349","Needs SD access-check and inheritance coverage."
"SMB1","NT Transact","Notify Change","NT_TRANSACT_NOTIFY_CHANGE","SMB1","implicit","partial","sparse","partial","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10049-10106,10351","Still depends on robust SMB1 notify queue semantics."
"SMB1","NT Transact","Rename","NT_TRANSACT_RENAME","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10107-10195,10353","Needs overwrite and name-length edge-case coverage."
"SMB1","NT Transact","Query Security Descriptor","NT_TRANSACT_QUERY_SECURITY_DESC","SMB1","implicit","yes","sparse","partial","P2","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10196-10295,10355","Needs owner/group/DACL/SACL mask validation."
"SMB1","NT Transact","Get User Quota","NT_TRANSACT_GET_USER_QUOTA","SMB1","implicit","no","sparse","non-compliant","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10296-10317,10357","Currently returns not supported."
"SMB1","NT Transact","Set User Quota","NT_TRANSACT_SET_USER_QUOTA","SMB1","implicit","no","sparse","non-compliant","P1","CIFS/NT LM SMB","src/protocol/smb1/smb1pdu.c:10296-10317,10359","Currently returns not supported."
"SMB2/3","Query Directory","Directory Information","FILE_DIRECTORY_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_dir.c:68-70,127,347,843,1051","Needs pagination and resume-index validation."
"SMB2/3","Query Directory","Full Directory Information","FILE_FULL_DIRECTORY_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_dir.c:64,107,302,819,1049","Needs EA size and exact packing validation."
"SMB2/3","Query Directory","Both Directory Information","FILE_BOTH_DIRECTORY_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_dir.c:66,117,321,831,1050","Needs short-name population rules validation."
"SMB2/3","Query Directory","Names Information","FILE_NAMES_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P3","MS-FSCC","src/protocol/smb2/smb2_dir.c:70,137,359,855,1052","Simpler info class but still needs exact packing checks."
"SMB2/3","Query Directory","POSIX Directory Information","SMB_FIND_FILE_POSIX_INFO","3.1.1","implicit","yes","sparse","partial","P1","SMB3 POSIX extensions","src/protocol/smb2/smb2_dir.c:97,237,598,965,1062","Needs Linux POSIX client interoperability proof."
"SMB2/3","Query Info","File Access Information","FILE_ACCESS_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1464-1468","Needs mask normalization validation."
"SMB2/3","Query Info","File Basic Information","FILE_BASIC_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1469-1473","Needs timestamp granularity and attribute mapping coverage."
"SMB2/3","Query Info","File Standard Information","FILE_STANDARD_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1474-1478","Needs allocation/EOF/delete-pending semantics validation."
"SMB2/3","Query Info","File Alignment Information","FILE_ALIGNMENT_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P4","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1479-1483","Low-risk but needs exact value validation."
"SMB2/3","Query Info","File All Information","FILE_ALL_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P1","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1484-1496","Composite information block requires byte-for-byte validation."
"SMB2/3","Query Info","File Alternate Name Information","FILE_ALTERNATE_NAME_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1497-1501","Needs 8.3 policy validation."
"SMB2/3","Query Info","File Stream Information","FILE_STREAM_INFORMATION","2.0.2-3.1.1","implicit","yes","moderate","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1502-1506","Needs named-stream enumeration coverage."
"SMB2/3","Query Info","File Internal Information","FILE_INTERNAL_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1507-1511","Needs stable file-id validation."
"SMB2/3","Query Info","File Network Open Information","FILE_NETWORK_OPEN_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P2","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1512-1516","Needs reopen and cached-metadata consistency validation."
"SMB2/3","Query Info","File EA Information","FILE_EA_INFORMATION","2.0.2-3.1.1","implicit","yes","sparse","partial","P3","MS-FSCC","src/protocol/smb2/smb2_query_set.c:1517-1521","Needs EA count semantics validation."
